"","gene","EC_number","COG","product","MAG"
"987","mftE","3.5.-.-","COG1402","Putative mycofactocin system creatinine amidohydrolase family protein MftE","Limnohabitans sp. 1"
"988","fccB","1.8.2.3","COG0446","Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain","Limnohabitans sp. 1"
"989","fccA","","","Cytochrome subunit of sulfide dehydrogenase","Limnohabitans sp. 1"
"990","bigR","","COG0640","Biofilm growth-associated repressor","Limnohabitans sp. 1"
"991","hit","","COG0537","Protein hit","Limnohabitans sp. 1"
"992","tdiR","","","Transcriptional regulatory protein TdiR","Limnohabitans sp. 1"
"993","scoA","2.8.3.5","COG1788","putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A","Limnohabitans sp. 1"
"994","scoB","2.8.3.5","COG2057","putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B","Limnohabitans sp. 1"
"995","alaS","6.1.1.7","COG0013","Alanine--tRNA ligase","Limnohabitans sp. 1"
"996","rluC","5.4.99.24","COG0564","Ribosomal large subunit pseudouridine synthase C","Limnohabitans sp. 1"
"997","trmB","2.1.1.33","COG0220","tRNA (guanine-N(7)-)-methyltransferase","Limnohabitans sp. 1"
"998","nth","4.2.99.18","COG0177","Endonuclease III","Limnohabitans sp. 1"
"999","ephD","1.-.-.-","COG1028","putative oxidoreductase EphD","Limnohabitans sp. 1"
"1000","def","3.5.1.88","COG0242","Peptide deformylase","Limnohabitans sp. 1"
"1001","nylB'","3.5.1.46","","6-aminohexanoate-dimer hydrolase","Limnohabitans sp. 1"
"1002","ybdL","2.6.1.88","COG0436","Methionine aminotransferase","Limnohabitans sp. 1"
"1003","cysB","","","HTH-type transcriptional regulator CysB","Limnohabitans sp. 1"
"1004","sirB","4.99.1.4","COG2138","Sirohydrochlorin ferrochelatase","Limnohabitans sp. 1"
"1005","lptG","","COG0795","Lipopolysaccharide export system permease protein LptG","Limnohabitans sp. 1"
"1006","lptF","","COG0795","Lipopolysaccharide export system permease protein LptF","Limnohabitans sp. 1"
"1007","pepA","3.4.11.1","COG0260","Cytosol aminopeptidase","Limnohabitans sp. 1"
"1008","tufA","","COG0050","Elongation factor Tu","Limnohabitans sp. 1"
"1009","rpsJ","","COG0051","30S ribosomal protein S10","Limnohabitans sp. 1"
"1010","rplC","","COG0087","50S ribosomal protein L3","Limnohabitans sp. 1"
"1011","mepA","","COG0534","Multidrug export protein MepA","Limnohabitans sp. 1"
"1012","flgB","","COG1815","Flagellar basal body rod protein FlgB","Limnohabitans sp. 1"
"1013","flgC","","COG1558","Flagellar basal-body rod protein FlgC","Limnohabitans sp. 1"
"1014","flgD","","COG1843","Basal-body rod modification protein FlgD","Limnohabitans sp. 1"
"1015","flgE","","COG1749","Flagellar hook protein FlgE","Limnohabitans sp. 1"
"1016","flgF","","COG4787","Flagellar basal-body rod protein FlgF","Limnohabitans sp. 1"
"1017","flgG","","COG4786","Flagellar basal-body rod protein FlgG","Limnohabitans sp. 1"
"1018","flgH","","","Flagellar L-ring protein","Limnohabitans sp. 1"
"1019","flgI","","","Flagellar P-ring protein","Limnohabitans sp. 1"
"1020","flgJ","3.2.1.-","COG1705","Peptidoglycan hydrolase FlgJ","Limnohabitans sp. 1"
"1021","flgK","","COG1256","Flagellar hook-associated protein 1","Limnohabitans sp. 1"
"1022","flgL","","COG1344","Flagellar hook-associated protein 3","Limnohabitans sp. 1"
"1023","fliD","","COG1345","B-type flagellar hook-associated protein 2","Limnohabitans sp. 1"
"1024","hag","","COG1344","Flagellin","Limnohabitans sp. 1"
"1025","fliU","","","Flagellar biosynthetic protein FliU","Limnohabitans sp. 1"
"1026","pglI","2.4.1.293","COG0463","GalNAc(5)-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase","Limnohabitans sp. 1"
"1027","etk","2.7.10.-","","Tyrosine-protein kinase etk","Limnohabitans sp. 1"
"1028","ywqE","3.1.3.48","COG4464","Tyrosine-protein phosphatase YwqE","Limnohabitans sp. 1"
"1029","motA","","COG1291","Motility protein A","Limnohabitans sp. 1"
"1030","motB","","COG1360","Motility protein B","Limnohabitans sp. 1"
"1031","ntrC","","COG2204","DNA-binding transcriptional regulator NtrC","Limnohabitans sp. 1"
"1032","dmdD","4.2.1.155","COG1024","Methylthioacryloyl-CoA hydratase","Limnohabitans sp. 1"
"1033","thlA","2.3.1.9","COG0183","Acetyl-CoA acetyltransferase","Limnohabitans sp. 1"
"1034","yiaD","","COG2885","putative lipoprotein YiaD","Limnohabitans sp. 1"
"1035","grpE","","COG0576","Protein GrpE","Limnohabitans sp. 1"
"1036","ppc","4.1.1.31","COG2352","Phosphoenolpyruvate carboxylase","Limnohabitans sp. 1"
"1037","rbr","","COG1592","Rubrerythrin","Limnohabitans sp. 1"
"1038","glpC","","COG0247","Anaerobic glycerol-3-phosphate dehydrogenase subunit C","Limnohabitans sp. 1"
"1039","kdsA","2.5.1.55","COG2877","2-dehydro-3-deoxyphosphooctonate aldolase","Limnohabitans sp. 1"
"1040","pyrG","6.3.4.2","COG0504","CTP synthase","Limnohabitans sp. 1"
"1041","yngG","4.1.3.4","COG0119","Hydroxymethylglutaryl-CoA lyase YngG","Limnohabitans sp. 1"
"1042","thadh","4.3.1.16","","L-threo-3-hydroxyaspartate ammonia-lyase","Limnohabitans sp. 1"
"1043","putA","","COG0506","Bifunctional protein PutA","Limnohabitans sp. 1"
"1044","ywrD","2.3.2.2","COG0405","Glutathione hydrolase-like YwrD proenzyme","Limnohabitans sp. 1"
"1045","yvoA","","COG2188","HTH-type transcriptional repressor YvoA","Limnohabitans sp. 1"
"1046","qorA","1.6.5.5","COG0604","Quinone oxidoreductase 1","Limnohabitans sp. 1"
"1047","lspA","3.4.23.36","COG0597","Lipoprotein signal peptidase","Limnohabitans sp. 1"
"1048","dapL","2.6.1.83","COG0436","LL-diaminopimelate aminotransferase","Limnohabitans sp. 1"
"1049","prmB","2.1.1.298","COG2890","50S ribosomal protein L3 glutamine methyltransferase","Limnohabitans sp. 1"
"1050","yheS","","COG0488","putative ABC transporter ATP-binding protein YheS","Limnohabitans sp. 1"
"1051","tcdA","6.1.-.-","COG1179","tRNA threonylcarbamoyladenosine dehydratase","Limnohabitans sp. 1"
"1052","cobB","3.5.1.-","COG0846","NAD-dependent protein deacylase","Limnohabitans sp. 1"
"1053","cinA","","COG1058","CinA-like protein","Limnohabitans sp. 1"
"1054","intA","","COG0582","Prophage integrase IntA","Limnohabitans sp. 1"
"1055","yceF","","COG0424","Maf-like protein YceF","Limnohabitans sp. 1"
"1056","sppA","3.4.21.-","COG0616","Putative signal peptide peptidase SppA","Limnohabitans sp. 1"
"1057","ppaX","3.6.1.1","COG0546","Pyrophosphatase PpaX","Limnohabitans sp. 1"
"1058","rne","3.1.26.12","COG1530","Ribonuclease E","Limnohabitans sp. 1"
"1059","arpA","","","Antibiotic efflux pump periplasmic linker protein ArpA","Limnohabitans sp. 1"
"1060","hlyU","","COG0640","Transcriptional activator HlyU","Limnohabitans sp. 1"
"1061","frmR","","COG1937","Transcriptional repressor FrmR","Limnohabitans sp. 1"
"1062","zupT","","COG0428","Zinc transporter ZupT","Limnohabitans sp. 1"
"1063","dps2","1.16.-.-","COG0783","DNA protection during starvation protein 2","Limnohabitans sp. 1"
"1064","glnR","","COG0789","HTH-type transcriptional regulator GlnR","Limnohabitans sp. 1"
"1065","sqr","1.8.5.4","COG0446","Sulfide-quinone reductase","Limnohabitans sp. 1"
"1066","aroA","2.5.1.19","COG0128","3-phosphoshikimate 1-carboxyvinyltransferase","Limnohabitans sp. 1"
"1067","tyrC","1.3.1.43","","Cyclohexadienyl dehydrogenase","Limnohabitans sp. 1"
"1068","pheA","4.2.1.51","","Prephenate dehydratase","Limnohabitans sp. 1"
"1069","ilvD","4.2.1.9","COG0129","Dihydroxy-acid dehydratase","Limnohabitans sp. 1"
"1070","xseB","3.1.11.6","COG1722","Exodeoxyribonuclease 7 small subunit","Limnohabitans sp. 1"
"1071","yeaW","1.14.13.-","COG4638","Carnitine monooxygenase oxygenase subunit","Limnohabitans sp. 1"
"1072","sseB","2.8.1.1","COG2897","Putative thiosulfate sulfurtransferase SseB","Limnohabitans sp. 1"
"1073","tsaR","","","HTH-type transcriptional regulator TsaR","Limnohabitans sp. 1"
"1074","hpcG","4.2.1.163","","2-oxo-hept-4-ene-1,7-dioate hydratase","Limnohabitans sp. 1"
"1075","ansZ","3.5.1.1","COG0252","L-asparaginase 2","Limnohabitans sp. 1"
"1076","hhoB","","","Putative serine protease HhoB","Limnohabitans sp. 1"
"1077","wecD","2.3.1.210","","dTDP-fucosamine acetyltransferase","Limnohabitans sp. 1"
"1078","cmpC","3.6.3.-","COG0715","Bicarbonate transport ATP-binding protein CmpC","Limnohabitans sp. 1"
"1079","cmpB","","","Bicarbonate transport system permease protein CmpB","Limnohabitans sp. 1"
"1080","cmpD","3.6.3.-","COG1116","Bicarbonate transport ATP-binding protein CmpD","Limnohabitans sp. 1"
"1081","cynS","4.2.1.104","COG1513","Cyanate hydratase","Limnohabitans sp. 1"
"1082","recF","","","DNA replication and repair protein RecF","Limnohabitans sp. 1"
"1083","paaK","6.2.1.30","","Phenylacetate-coenzyme A ligase","Limnohabitans sp. 1"
"1084","paaI","3.1.2.-","COG2050","Acyl-coenzyme A thioesterase PaaI","Limnohabitans sp. 1"
"1085","paaG","5.3.3.18","COG1024","1,2-epoxyphenylacetyl-CoA isomerase","Limnohabitans sp. 1"
"1086","echA8","4.2.1.17","COG1024","putative enoyl-CoA hydratase echA8","Limnohabitans sp. 1"
"1087","fdhD","","COG1526","Sulfur carrier protein FdhD","Limnohabitans sp. 1"
"1088","fdoI","","COG2864","Formate dehydrogenase, cytochrome b556(fdo) subunit","Limnohabitans sp. 1"
"1089","fdhB1","","COG0437","Formate dehydrogenase iron-sulfur subunit","Limnohabitans sp. 1"
"1090","fdnG-3","1.17.2.3","COG0243","Formate dehydrogenase 2 subunit alpha (cytochrome c-553)","Limnohabitans sp. 1"
"1091","mrcA","","COG5009","Penicillin-binding protein 1A","Limnohabitans sp. 1"
"1092","cyaY","","COG1965","Iron-sulfur cluster assembly protein CyaY","Limnohabitans sp. 1"
"1093","lysA","4.1.1.20","COG0019","Diaminopimelate decarboxylase","Limnohabitans sp. 1"
"1094","msrQ","","COG2717","Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ","Limnohabitans sp. 1"
"1095","msrP","1.8.5.-","COG2041","Protein-methionine-sulfoxide reductase catalytic subunit MsrP","Limnohabitans sp. 1"
"1096","pcpR","","","PCP degradation transcriptional activation protein","Limnohabitans sp. 1"
"1097","araG","3.6.3.17","COG1129","Arabinose import ATP-binding protein AraG","Limnohabitans sp. 1"
"1098","fldP","","","Flavodoxin FldP","Limnohabitans sp. 1"
"1099","glnE","","COG1391","Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme","Limnohabitans sp. 1"
"1100","fixJ","","","Transcriptional regulatory protein FixJ","Limnohabitans sp. 1"
"1101","mltA","4.2.2.-","COG2821","Membrane-bound lytic murein transglycosylase A","Limnohabitans sp. 1"
"1102","rclR","","COG2207","RCS-specific HTH-type transcriptional activator RclR","Limnohabitans sp. 1"
"1103","drrA","3.6.3.-","","Daunorubicin/doxorubicin resistance ATP-binding protein DrrA","Limnohabitans sp. 1"
"1104","ghrA","1.1.1.79","COG0111","Glyoxylate/hydroxypyruvate reductase A","Limnohabitans sp. 1"
"1105","liuE","4.1.3.26","COG0119","3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase","Limnohabitans sp. 1"
"1106","cphA","6.3.2.29","","Cyanophycin synthetase","Limnohabitans sp. 1"
"1107","relE2","","COG3668","Toxin RelE2","Limnohabitans sp. 1"
"1108","valS","6.1.1.9","COG0525","Valine--tRNA ligase","Limnohabitans sp. 1"
"1109","gtaB","2.7.7.9","COG1210","UTP--glucose-1-phosphate uridylyltransferase","Limnohabitans sp. 1"
"1110","tusA","","COG0425","Sulfur carrier protein TusA","Limnohabitans sp. 1"
"1111","cysM","2.5.1.47","COG0031","Cysteine synthase B","Limnohabitans sp. 1"
"1112","intS","","COG0582","Prophage integrase IntS","Limnohabitans sp. 1"
"1113","ald","1.2.1.83","","3-succinoylsemialdehyde-pyridine dehydrogenase","Limnohabitans sp. 1"
"1114","gndA","1.1.1.44","COG0362","6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating","Limnohabitans sp. 1"
"1115","cas1","3.1.-.-","","CRISPR-associated endonuclease Cas1","Limnohabitans sp. 1"
"1116","cas9","3.1.-.-","COG3513","CRISPR-associated endonuclease Cas9","Limnohabitans sp. 1"
"1117","miaB","2.8.4.3","COG0621","tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase","Limnohabitans sp. 1"
"1118","ytfP","","COG2105","Gamma-glutamylcyclotransferase family protein YtfP","Limnohabitans sp. 1"
"1119","pht3","1.14.12.7","","Phthalate 4,5-dioxygenase oxygenase subunit","Limnohabitans sp. 1"
"1120","atdA1","6.3.1.18","","Gamma-glutamylanilide synthase","Limnohabitans sp. 1"
"1121","thcC","","","Rhodocoxin","Limnohabitans sp. 1"
"1122","ffh","","COG0541","Signal recognition particle protein","Limnohabitans sp. 1"
"1123","ccsA","","","Cytochrome c biogenesis protein CcsA","Limnohabitans sp. 1"
"1124","ampD","3.5.1.28","","1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD","Limnohabitans sp. 1"
"1125","nrdA","1.17.4.1","COG0209","Ribonucleoside-diphosphate reductase 1 subunit alpha","Limnohabitans sp. 1"
"1126","nrdB","1.17.4.1","COG0208","Ribonucleoside-diphosphate reductase subunit beta","Limnohabitans sp. 1"
"1127","prmA","2.1.1.-","COG2264","Ribosomal protein L11 methyltransferase","Limnohabitans sp. 1"
"1128","accC","6.3.4.14","COG0439","Biotin carboxylase","Limnohabitans sp. 1"
"1129","davD","1.2.1.20","COG1012","Glutarate-semialdehyde dehydrogenase DavD","Limnohabitans sp. 1"
"1130","pduA","","COG4577","Propanediol utilization protein PduA","Limnohabitans sp. 1"
"1131","ggt","3.4.19.13","COG0405","Glutathione hydrolase proenzyme","Limnohabitans sp. 1"
"1132","cfa","2.1.1.79","COG2230","Cyclopropane-fatty-acyl-phospholipid synthase","Limnohabitans sp. 1"
"1133","ahpC","1.11.1.15","","Alkyl hydroperoxide reductase C","Limnohabitans sp. 1"
"1134","ahpF","1.8.1.-","COG3634","Alkyl hydroperoxide reductase subunit F","Limnohabitans sp. 1"
"1135","hmo","1.1.3.46","","4-hydroxymandelate oxidase","Limnohabitans sp. 1"
"1136","bfrD","","COG4774","putative TonB-dependent receptor BfrD","Limnohabitans sp. 1"
"1137","idiA","","COG1840","Iron deficiency-induced protein A","Limnohabitans sp. 1"
"1138","cnbA","1.7.1.16","","Chloronitrobenzene nitroreductase","Limnohabitans sp. 1"
"1139","plsC","2.3.1.51","COG0204","1-acyl-sn-glycerol-3-phosphate acyltransferase","Limnohabitans sp. 1"
"1140","pyrC'","","COG0044","Dihydroorotase-like protein","Limnohabitans sp. 1"
"1141","pyrB","2.1.3.2","","Aspartate carbamoyltransferase","Limnohabitans sp. 1"
"1142","pyrR","","","Bifunctional protein pyrR","Limnohabitans sp. 1"
"1143","yqgF","3.1.-.-","COG0816","Putative pre-16S rRNA nuclease","Limnohabitans sp. 1"
"1144","csgD","","COG2771","CsgBAC operon transcriptional regulatory protein","Limnohabitans sp. 1"
"1145","mdlY","3.5.1.86","","Mandelamide hydrolase","Limnohabitans sp. 1"
"1146","cobO","2.5.1.-","COG2096","Cobalamin adenosyltransferase","Limnohabitans sp. 1"
"1147","dapD","2.3.1.117","COG2171","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase","Limnohabitans sp. 1"
"1148","phaJ","4.2.1.119","COG2030","(R)-specific enoyl-CoA hydratase","Limnohabitans sp. 1"
"1149","gltD","1.4.1.13","COG0493","Glutamate synthase [NADPH] small chain","Limnohabitans sp. 1"
"1150","mlaF","3.6.3.-","COG1127","putative phospholipid import ATP-binding protein MlaF","Limnohabitans sp. 1"
"1151","mlaE","","COG0767","putative phospholipid ABC transporter permease protein MlaE","Limnohabitans sp. 1"
"1152","mlaD","","COG1463","putative phospholipid ABC transporter-binding protein MlaD","Limnohabitans sp. 1"
"1153","mlaA","","COG2853","putative phospholipid-binding lipoprotein MlaA","Limnohabitans sp. 1"
"1154","mlaC","","COG2854","putative phospholipid-binding protein MlaC","Limnohabitans sp. 1"
"1155","yadG","","COG1131","putative ABC transporter ATP-binding protein YadG","Limnohabitans sp. 1"
"1156","yadH","","COG0842","Inner membrane transport permease YadH","Limnohabitans sp. 1"
"1157","ibaG","","COG5007","Acid stress protein IbaG","Limnohabitans sp. 1"
"1158","murA","2.5.1.7","COG0766","UDP-N-acetylglucosamine 1-carboxyvinyltransferase","Limnohabitans sp. 1"
"1159","hisG","2.4.2.17","COG0040","ATP phosphoribosyltransferase","Limnohabitans sp. 1"
"1160","hisD","1.1.1.23","COG0141","Histidinol dehydrogenase","Limnohabitans sp. 1"
"1161","rpoN","","COG1508","RNA polymerase sigma-54 factor","Limnohabitans sp. 1"
"1162","rlmL","2.1.1.173","COG0116","Ribosomal RNA large subunit methyltransferase L","Limnohabitans sp. 1"
"1163","ftsH1","3.4.24.-","","ATP-dependent zinc metalloprotease FtsH 1","Limnohabitans sp. 1"
"1164","yhaI","","COG3152","Inner membrane protein YhaI","Limnohabitans sp. 1"
"1165","dpgD","4.2.1.17","","Enoyl-CoA-hydratase","Limnohabitans sp. 1"
"1166","eptC","2.7.-.-","COG2194","Phosphoethanolamine transferase EptC","Limnohabitans sp. 1"
"1167","swrC","","COG0841","Swarming motility protein SwrC","Limnohabitans sp. 1"
"1168","bepF","","","Efflux pump periplasmic linker BepF","Limnohabitans sp. 1"
"1169","phoQ","2.7.13.3","COG0642","Sensor protein PhoQ","Limnohabitans sp. 1"
"1170","phoP","","","Transcriptional regulatory protein PhoP","Limnohabitans sp. 1"
"1171","shp","","","Cytochrome c-type protein SHP","Limnohabitans sp. 1"
"1172","argJ","","","Arginine biosynthesis bifunctional protein ArgJ","Limnohabitans sp. 1"
"1173","nudG","3.6.1.65","COG0494","CTP pyrophosphohydrolase","Limnohabitans sp. 1"
"1174","yacG","","COG3024","DNA gyrase inhibitor YacG","Limnohabitans sp. 1"
"1175","zapD","","COG4582","Cell division protein ZapD","Limnohabitans sp. 1"
"1176","coaE","2.7.1.24","COG0237","Dephospho-CoA kinase","Limnohabitans sp. 1"
"1177","outO","","","Type 4 prepilin-like proteins leader peptide-processing enzyme","Limnohabitans sp. 1"
"1178","gspF","","COG1459","Putative type II secretion system protein F","Limnohabitans sp. 1"
"1179","epsE","","COG2804","Type II secretion system protein E","Limnohabitans sp. 1"
"1180","ispB","2.5.1.90","COG0142","Octaprenyl diphosphate synthase","Limnohabitans sp. 1"
"1181","rplU","","COG0261","50S ribosomal protein L21","Limnohabitans sp. 1"
"1182","rpmA","","COG0211","50S ribosomal protein L27","Limnohabitans sp. 1"
"1183","hpcE","","COG0179","Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase","Limnohabitans sp. 1"
"1184","betB","1.2.1.8","COG1012","NAD/NADP-dependent betaine aldehyde dehydrogenase","Limnohabitans sp. 1"
"1185","hpcB","1.13.11.15","COG3384","3,4-dihydroxyphenylacetate 2,3-dioxygenase","Limnohabitans sp. 1"
"1186","hpcD","5.3.3.10","","5-carboxymethyl-2-hydroxymuconate Delta-isomerase","Limnohabitans sp. 1"
"1187","glmU","","","Bifunctional protein GlmU","Limnohabitans sp. 1"
"1188","mutY","3.2.2.-","COG1194","Adenine DNA glycosylase","Limnohabitans sp. 1"
"1189","mutM","3.2.2.23","COG0266","Formamidopyrimidine-DNA glycosylase","Limnohabitans sp. 1"
"1190","lolB","","","Outer-membrane lipoprotein LolB","Limnohabitans sp. 1"
"1191","ispE","2.7.1.148","COG1947","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase","Limnohabitans sp. 1"
"1192","prs","2.7.6.1","COG0462","Ribose-phosphate pyrophosphokinase","Limnohabitans sp. 1"
"1193","rplY","","","50S ribosomal protein L25","Limnohabitans sp. 1"
"1194","pth","3.1.1.29","","Peptidyl-tRNA hydrolase","Limnohabitans sp. 1"
"1195","yciO","","COG0009","putative protein YciO","Limnohabitans sp. 1"
"1196","tnsB","","","Transposon Tn7 transposition protein TnsB","Limnohabitans sp. 1"
"1197","anoR","","","Transcriptional activator protein AnoR","Limnohabitans sp. 1"
"1198","csd","2.8.1.7","","putative cysteine desulfurase","Limnohabitans sp. 1"
"1199","yghU","1.8.4.-","COG0625","Disulfide-bond oxidoreductase YghU","Limnohabitans sp. 1"
"1200","ptsI","2.7.3.9","COG1080","Phosphoenolpyruvate-protein phosphotransferase","Limnohabitans sp. 1"
"1201","ptsO","","COG1925","Phosphocarrier protein NPr","Limnohabitans sp. 1"
"1202","manX","2.7.1.191","COG2893","PTS system mannose-specific EIIAB component","Limnohabitans sp. 1"
